Salary,Sex,Race,Age,Edlevel,Work,Union,Time,Marr,Jobcat
8009,1,0,28.75,15,0.42,0,75,0,2
4315,0,1,30.33,15,4.67,0,87,0,1
7976,0,0,31.33,19,0.83,0,92,1,4
12781,0,0,63,12,37,0,94,1,1
5776,1,0,31.82,8,3.61,0,97,1,1
12926,1,0,38.83,15,15.45,0,78,1,1
7928,1,0,30.17,15,4.25,0,82,1,1
5829,1,1,34.96,12,9.02,1,81,1,1
4660,0,1,28.09,12,2.31,0,70,1,1
4152,0,0,31.67,15,1.33,1,90,0,1
16001,0,0,39.75,19,10.75,0,65,0,4
7878,0,0,28.42,15,4.67,0,70,0,2
5232,0,0,58.08,8,36.5,1,85,1,3
5998,0,0,27.08,15,3.42,0,77,1,1
8175,1,0,28.78,12,8.36,0,92,0,3
4271,0,0,32.79,8,5.27,1,65,0,1
10334,1,0,32,16,1.58,0,86,1,4
14382,0,0,45.67,19,18.42,1,80,1,4
6959,0,1,57.17,12,22.67,1,80,1,1
11376,0,0,61.1,18,5.32,0,79,1,4
10909,0,0,33.5,15,6,0,84,0,1
8325,1,0,26.25,15,0.58,0,76,0,2
6835,1,0,32.83,12,7.25,0,66,1,1
14803,0,0,63.49,15,41.93,0,72,0,1
5285,1,0,24.33,12,0,1,80,1,2
7353,1,0,25.08,12,0.67,0,80,0,2
8058,0,0,30,15,6.67,0,66,0,1
10405,1,0,45.5,12,16.5,0,64,0,2
4651,0,0,59.42,8,14.5,1,69,0,3
4996,0,0,29.75,15,3.17,1,77,1,1
4965,1,0,27.77,12,4.36,1,79,1,1
5404,1,0,47.75,12,4.97,1,92,1,2
6451,1,0,50.02,8,1.47,0,100,1,1
6369,0,0,64.25,8,37.58,0,87,1,3
5611,1,1,60.5,12,13.58,0,66,0,1
10783,1,0,51.5,12,15.08,0,67,1,2
4573,1,0,23.67,12,0.17,0,69,1,2
7850,1,0,25.08,12,0.33,0,80,1,2
7763,0,0,46.25,12,20,0,94,1,3
9048,0,1,42.17,15,15.92,0,90,1,3
10939,1,0,55.58,12,7.5,0,76,1,1
4671,1,0,23.25,8,1.42,0,69,1,2
4956,0,1,24.11,12,0.04,0,83,1,1
6805,1,0,60,12,0,0,82,1,1
7402,0,0,31,15,3.92,0,83,0,1
7473,1,0,30.08,16,1,0,71,1,2
5003,0,1,30.33,12,4.08,0,91,1,1
8243,0,0,35.42,18,6.17,1,75,0,4
5877,1,0,29.57,12,1.76,0,99,1,1
9993,1,0,55.25,12,19,0,95,0,1
5597,1,0,24.83,12,0,0,81,1,2
11322,0,0,52.92,12,26.42,0,77,1,3
12354,1,0,36.26,19,8.19,1,95,0,5
7940,0,0,27.55,8,12.01,0,87,1,1
7666,1,0,25.58,12,0.5,0,93,0,2
6647,1,0,29.25,12,4,0,90,0,1
5094,0,0,32,15,0.42,0,94,1,1
7416,0,0,31.92,12,8.83,1,64,0,2
8591,0,1,32.08,16,5.92,0,82,1,1
6257,1,0,25.25,12,0.92,1,81,1,2
12816,1,0,59.83,12,17.33,0,84,1,1
8726,0,0,30.28,16,0.28,0,98,1,4
12410,0,0,36,15,7.75,0,94,0,2
10720,0,0,30.67,16,4,0,93,1,4
3597,1,0,30.4,15,9.27,1,90,1,3
4982,1,1,50,12,11.08,0,69,1,1
8506,1,0,30.75,16,6.58,1,65,0,4
12681,0,0,32.99,12,11.7,0,78,1,2
3522,1,0,55.25,8,3.58,1,74,1,1
7575,1,0,27.33,12,2.67,0,73,1,2
10423,1,0,54.08,12,11,0,73,0,1
6747,1,0,25.92,12,0.83,0,93,1,2
4153,1,1,26.47,15,3.97,0,70,1,1
5789,1,1,27.12,15,3.67,0,80,1,2
11807,0,0,30.08,19,2.92,0,78,1,4
9099,1,0,31.87,16,0.01,0,63,0,4
4995,1,0,30.41,8,3.09,0,90,1,1
8041,0,0,25.73,12,5.49,0,98,1,2
19435,0,0,49.58,19,16.58,1,96,0,5
9019,1,0,49.67,12,30.54,0,80,1,3
9447,1,0,24.58,12,1.5,0,81,0,2
8061,1,0,27.33,12,1.5,0,72,1,2
6204,0,0,26.25,15,3,0,67,0,1
4603,1,0,24.17,12,0,1,69,1,2
6600,0,0,26.21,12,5.54,0,84,1,1
5819,1,0,27.82,15,5.71,1,78,0,1
8153,0,1,34.58,12,10,1,70,1,1
7245,1,0,29.62,12,0.99,0,78,1,2
10753,0,1,39.83,16,11.5,0,72,1,1
9381,0,1,39.5,12,9.42,1,96,0,1
5615,0,0,29.42,16,1.58,0,65,0,4
8375,1,0,31.92,16,1.25,0,73,1,4
6587,1,0,28.69,12,0.53,0,79,0,1
10130,1,0,29.65,12,10,0,71,1,2
5631,0,0,28.09,12,0.21,0,90,1,1
8872,1,0,32.5,16,1.83,0,93,1,1
10998,1,0,37.07,12,15.38,0,93,0,1
6851,1,0,47.25,15,0.42,0,78,0,2
15191,0,0,34.33,16,5.67,0,90,1,4
20991,0,0,44.57,18,18.33,0,93,1,4
7999,0,0,33.33,15,4.05,0,93,0,1
6199,0,0,28.38,12,8.78,1,90,1,1
6214,0,0,34.15,12,2.03,0,87,0,1
6548,1,0,27.17,15,1.58,0,81,1,2
5510,1,0,27.42,15,2,0,86,1,1
9042,0,0,30.33,15,3.58,0,96,1,2
12115,0,0,32.92,19,3.75,0,78,0,4
4238,0,0,30.97,12,4.09,0,60,1,2
4403,0,0,51.08,8,2.63,0,93,1,1
5354,1,0,24.5,12,0.42,1,80,1,2
12449,1,0,60.75,15,16,0,93,0,1
5930,1,0,46.17,8,8,0,66,0,1
7907,0,0,29.08,15,4,0,70,0,2
6344,0,1,24.75,12,0.75,0,81,0,2
7562,0,0,30.92,15,5.25,0,77,0,1
6525,1,1,48,12,19.08,1,90,0,1
3016,1,1,59.07,12,0.04,0,77,0,3
8574,1,0,47.52,12,5.06,0,82,1,1
8343,1,0,55.08,12,6,0,85,1,1
5459,1,0,61.5,8,15.33,1,72,0,1
5021,0,1,64.02,8,8.44,0,74,1,1
8365,1,0,46.5,12,8.08,0,82,1,1
10231,1,0,31.82,12,9.19,0,85,1,2
12398,0,0,30.75,15,6.5,0,67,1,2
7147,1,0,54.18,15,1.27,0,70,1,1
9557,0,1,47.33,17,16,1,70,1,1
17751,0,0,41.33,18,14.2,0,95,0,4
3455,1,1,38.17,12,3,1,84,1,1
6936,1,0,25.75,12,2.5,0,72,1,2
6811,0,0,47.51,12,5.04,0,71,0,1
6439,0,1,47.25,8,25.42,1,67,1,3
8424,1,0,62.24,17,3.88,0,71,0,1
5675,0,0,29.58,15,4.42,1,84,0,1
12806,1,0,52.77,15,29.48,0,94,0,1
10018,1,0,29.79,15,8.63,1,68,1,1
